en	original	?	The city councilmen refused the demonstrators a permit because they feared violence.	["The", "city", "councilmen", "refused", "the", "demonstrators", "a", "permit", "because", "they", "feared", "violence", "."]	["they", [9, 10], ["they"]]	[["The city councilmen", [0, 3], ["The", "city", "councilmen"], true], ["the demonstrators", [4, 6], ["the", "demonstrators"], false]]
en	original	?	The city councilmen refused the demonstrators a permit because they advocated violence.	["The", "city", "councilmen", "refused", "the", "demonstrators", "a", "permit", "because", "they", "advocated", "violence", "."]	["they", [9, 10], ["they"]]	[["The city councilmen", [0, 3], ["The", "city", "councilmen"], false], ["the demonstrators", [4, 6], ["the", "demonstrators"], true]]
en	original	?	The trophy doesn't fit into the brown suitcase because it is too large.	["The", "trophy", "does", "n't", "fit", "into", "the", "brown", "suitcase", "because", "it", "is", "too", "large", "."]	["it", [10, 11], ["it"]]	[["The trophy", [0, 2], ["The", "trophy"], true], ["suitcase", [8, 9], ["suitcase"], false]]
en	original	?	The trophy doesn't fit into the brown suitcase because it is too small.	["The", "trophy", "does", "n't", "fit", "into", "the", "brown", "suitcase", "because", "it", "is", "too", "small", "."]	["it", [10, 11], ["it"]]	[["The trophy", [0, 2], ["The", "trophy"], false], ["suitcase", [8, 9], ["suitcase"], true]]
en	original	?	Joan made sure to thank Susan for all the help she had recieved.	["Joan", "made", "sure", "to", "thank", "Susan", "for", "all", "the", "help", "she", "had", "recieved", "."]	["she", [10, 11], ["she"]]	[["Joan", [0, 1], ["Joan"], true], ["Susan", [5, 6], ["Susan"], false]]
en	original	?	Joan made sure to thank Susan for all the help she had given.	["Joan", "made", "sure", "to", "thank", "Susan", "for", "all", "the", "help", "she", "had", "given", "."]	["she", [10, 11], ["she"]]	[["Joan", [0, 1], ["Joan"], false], ["Susan", [5, 6], ["Susan"], true]]
en	original	?	Paul tried to call George on the phone, but he wasn't successful.	["Paul", "tried", "to", "call", "George", "on", "the", "phone", ",", "but", "he", "was", "n't", "successful", "."]	["he", [10, 11], ["he"]]	[["Paul", [0, 1], ["Paul"], true], ["George", [4, 5], ["George"], false]]
en	original	?	Paul tried to call George on the phone, but he wasn't available.	["Paul", "tried", "to", "call", "George", "on", "the", "phone", ",", "but", "he", "was", "n't", "available", "."]	["he", [10, 11], ["he"]]	[["Paul", [0, 1], ["Paul"], false], ["George", [4, 5], ["George"], true]]
en	original	?	The lawyer asked the witness a question, but he was reluctant to repeat it.	["The", "lawyer", "asked", "the", "witness", "a", "question", ",", "but", "he", "was", "reluctant", "to", "repeat", "it", "."]	["he", [9, 10], ["he"]]	[["The lawyer", [0, 2], ["The", "lawyer"], true], ["the witness", [3, 5], ["the", "witness"], false]]
en	original	?	The lawyer asked the witness a question, but he was reluctant to answer it.	["The", "lawyer", "asked", "the", "witness", "a", "question", ",", "but", "he", "was", "reluctant", "to", "answer", "it", "."]	["he", [9, 10], ["he"]]	[["The lawyer", [0, 2], ["The", "lawyer"], false], ["the witness", [3, 5], ["the", "witness"], true]]
en	original	?	The delivery truck zoomed by the school bus because it was going so fast.	["The", "delivery", "truck", "zoomed", "by", "the", "school", "bus", "because", "it", "was", "going", "so", "fast", "."]	["it", [9, 10], ["it"]]	[["The delivery truck", [0, 3], ["The", "delivery", "truck"], true], ["the school bus", [5, 8], ["the", "school", "bus"], false]]
en	original	?	The delivery truck zoomed by the school bus because it was going so slow.	["The", "delivery", "truck", "zoomed", "by", "the", "school", "bus", "because", "it", "was", "going", "so", "slow", "."]	["it", [9, 10], ["it"]]	[["The delivery truck", [0, 3], ["The", "delivery", "truck"], false], ["the school bus", [5, 8], ["the", "school", "bus"], true]]
en	original	?	Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.	["Frank", "felt", "vindicated", "when", "his", "longtime", "rival", "Bill", "revealed", "that", "he", "was", "the", "winner", "of", "the", "competition", "."]	["he", [10, 11], ["he"]]	[["Frank", [0, 1], ["Frank"], true], ["Bill", [7, 8], ["Bill"], false]]
en	original	?	Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.	["Frank", "felt", "crushed", "when", "his", "longtime", "rival", "Bill", "revealed", "that", "he", "was", "the", "winner", "of", "the", "competition", "."]	["he", [10, 11], ["he"]]	[["Frank", [0, 1], ["Frank"], false], ["Bill", [7, 8], ["Bill"], true]]
en	original	?	The man couldn't lift his son because he was so weak.	["The", "man", "could", "n't", "lift", "his", "son", "because", "he", "was", "so", "weak", "."]	["he", [8, 9], ["he"]]	[["The man", [0, 2], ["The", "man"], true], ["son", [6, 7], ["son"], false]]
en	original	?	The man couldn't lift his son because he was so heavy.	["The", "man", "could", "n't", "lift", "his", "son", "because", "he", "was", "so", "heavy", "."]	["he", [8, 9], ["he"]]	[["The man", [0, 2], ["The", "man"], false], ["son", [6, 7], ["son"], true]]
en	original	?	The large ball crashed right through the table because it was made of steel.	["The", "large", "ball", "crashed", "right", "through", "the", "table", "because", "it", "was", "made", "of", "steel", "."]	["it", [9, 10], ["it"]]	[["The large ball", [0, 3], ["The", "large", "ball"], true], ["the table", [6, 8], ["the", "table"], false]]
en	original	?	The large ball crashed right through the table because it was made of styrofoam.	["The", "large", "ball", "crashed", "right", "through", "the", "table", "because", "it", "was", "made", "of", "styrofoam", "."]	["it", [9, 10], ["it"]]	[["The large ball", [0, 3], ["The", "large", "ball"], false], ["the table", [6, 8], ["the", "table"], true]]
en	original	?	John couldn't see the stage with Billy in front of him because he is so short.	["John", "could", "n't", "see", "the", "stage", "with", "Billy", "in", "front", "of", "him", "because", "he", "is", "so", "short", "."]	["he", [13, 14], ["he"]]	[["John", [0, 1], ["John"], true], ["Billy", [7, 8], ["Billy"], false]]
en	original	?	John couldn't see the stage with Billy in front of him because he is so tall.	["John", "could", "n't", "see", "the", "stage", "with", "Billy", "in", "front", "of", "him", "because", "he", "is", "so", "tall", "."]	["he", [13, 14], ["he"]]	[["John", [0, 1], ["John"], false], ["Billy", [7, 8], ["Billy"], true]]
en	original	?	Tom threw his schoolbag down to Ray after he reached the top of the stairs.	["Tom", "threw", "his", "schoolbag", "down", "to", "Ray", "after", "he", "reached", "the", "top", "of", "the", "stairs", "."]	["he", [8, 9], ["he"]]	[["Tom", [0, 1], ["Tom"], true], ["Ray", [6, 7], ["Ray"], false]]
en	original	?	Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.	["Tom", "threw", "his", "schoolbag", "down", "to", "Ray", "after", "he", "reached", "the", "bottom", "of", "the", "stairs", "."]	["he", [8, 9], ["he"]]	[["Tom", [0, 1], ["Tom"], false], ["Ray", [6, 7], ["Ray"], true]]
en	original	?	Although they ran at about the same speed, Sue beat Sally because she had such a good start.	["Although", "they", "ran", "at", "about", "the", "same", "speed", ",", "Sue", "beat", "Sally", "because", "she", "had", "such", "a", "good", "start", "."]	["she", [13, 14], ["she"]]	[["Sue", [9, 10], ["Sue"], true], ["Sally", [11, 12], ["Sally"], false]]
en	original	?	Although they ran at about the same speed, Sue beat Sally because she had such a bad start.	["Although", "they", "ran", "at", "about", "the", "same", "speed", ",", "Sue", "beat", "Sally", "because", "she", "had", "such", "a", "bad", "start", "."]	["she", [13, 14], ["she"]]	[["Sue", [9, 10], ["Sue"], false], ["Sally", [11, 12], ["Sally"], true]]
en	original	?	The sculpture rolled off the shelf because it wasn't anchored.	["The", "sculpture", "rolled", "off", "the", "shelf", "because", "it", "was", "n't", "anchored", "."]	["it", [7, 8], ["it"]]	[["The sculpture", [0, 2], ["The", "sculpture"], true], ["the shelf", [4, 6], ["the", "shelf"], false]]
en	original	?	The sculpture rolled off the shelf because it wasn't level.	["The", "sculpture", "rolled", "off", "the", "shelf", "because", "it", "was", "n't", "level", "."]	["it", [7, 8], ["it"]]	[["The sculpture", [0, 2], ["The", "sculpture"], false], ["the shelf", [4, 6], ["the", "shelf"], true]]
en	original	?	Sam's drawing was hung just above Tina's and it did look much better with another one below it.	["Sam", "'s", "drawing", "was", "hung", "just", "above", "Tina", "'s", "and", "it", "did", "look", "much", "better", "with", "another", "one", "below", "it", "."]	["it", [10, 11], ["it"]]	[["Sam's drawing", [0, 3], ["Sam", "'s", "drawing"], true], ["Tina's", [7, 9], ["Tina", "'s"], false]]
en	original	?	Sam's drawing was hung just above Tina's and it did look much better with another one above it.	["Sam", "'s", "drawing", "was", "hung", "just", "above", "Tina", "'s", "and", "it", "did", "look", "much", "better", "with", "another", "one", "above", "it", "."]	["it", [10, 11], ["it"]]	[["Sam's drawing", [0, 3], ["Sam", "'s", "drawing"], false], ["Tina's", [7, 9], ["Tina", "'s"], true]]
en	original	?	Anna did a lot better than her good friend Lucy on the test because she had studied so hard.	["Anna", "did", "a", "lot", "better", "than", "her", "good", "friend", "Lucy", "on", "the", "test", "because", "she", "had", "studied", "so", "hard", "."]	["she", [14, 15], ["she"]]	[["Anna", [0, 1], ["Anna"], true], ["Lucy", [9, 10], ["Lucy"], false]]
en	original	?	Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.	["Anna", "did", "a", "lot", "worse", "than", "her", "good", "friend", "Lucy", "on", "the", "test", "because", "she", "had", "studied", "so", "hard", "."]	["she", [14, 15], ["she"]]	[["Anna", [0, 1], ["Anna"], false], ["Lucy", [9, 10], ["Lucy"], true]]
en	original	?	The firemen arrived after the police because they were coming from so far away.	["The", "firemen", "arrived", "after", "the", "police", "because", "they", "were", "coming", "from", "so", "far", "away", "."]	["they", [7, 8], ["they"]]	[["The firemen", [0, 2], ["The", "firemen"], true], ["the police", [4, 6], ["the", "police"], false]]
en	original	?	The firemen arrived before the police because they were coming from so far away.	["The", "firemen", "arrived", "before", "the", "police", "because", "they", "were", "coming", "from", "so", "far", "away", "."]	["they", [7, 8], ["they"]]	[["The firemen", [0, 2], ["The", "firemen"], false], ["the police", [4, 6], ["the", "police"], true]]
